FID,name,modelobjec,x_coord,y_coord
246,Point 246,NapaRiver - 3505 - HPoint,-122.598197137000000,38.596159960300000
247,Point 247,NapaRiver - 4312.964568387657 - QPoint,-122.597799531999996,38.589811306000001
248,Point 248,NapaRiver - 5120.9291367753131 - HPoint,-122.592593504999996,38.584920559799997
249,Point 249,NapaRiver - 5482.611541043907 - QPoint,-122.589407718999993,38.583221406600003
250,Point 250,NapaRiver - 5844.2939453125 - HPoint,-122.587511554000002,38.581072584099999
251,Point 251,NapaRiver - 7113.64697265625 - QPoint,-122.575437149999999,38.576838463900003
252,Point 252,NapaRiver - 8383 - HPoint,-122.562534821000000,38.572367378899997
253,Point 253,NapaRiver - 8644 - QPoint,-122.559815318000005,38.571552914900003
254,Point 254,NapaRiver - 8905 - HPoint,-122.558039682000000,38.569686275000002
255,Point 255,NapaRiver - 9438 - QPoint,-122.552546805000006,38.567735980000002
256,Point 256,NapaRiver - 9971 - HPoint,-122.548124745999999,38.564691046900002
257,Point 257,NapaRiver - 10834 - QPoint,-122.539064809999999,38.564522911399997
258,Point 258,NapaRiver - 11697 - HPoint,-122.530445075000003,38.563509404700000
259,Point 259,NapaRiver - 12043.89599609375 - QPoint,-122.527188903999999,38.562077736799999
260,Point 260,NapaRiver - 12390.7919921875 - HPoint,-122.524119462000002,38.560295917600001
261,Point 261,NapaRiver - 12512.89599609375 - QPoint,-122.522738899999993,38.560483007199998
262,Point 262,NapaRiver - 12635 - HPoint,-122.521360565999998,38.560663511800001
263,Point 263,NapaRiver - 13174.00244140625 - QPoint,-122.515878569999998,38.559718314000001
264,Point 264,NapaRiver - 13713.0048828125 - HPoint,-122.510685182000003,38.558914538300002
265,Point 265,NapaRiver - 13787.3349609375 - QPoint,-122.510050933000002,38.558466886700003
266,Point 266,NapaRiver - 13861.6650390625 - HPoint,-122.509416693000006,38.558019231599999
267,Point 267,NapaRiver - 14476.56396484375 - QPoint,-122.504804811000000,38.554680554100003
268,Point 268,NapaRiver - 15091.462890625 - HPoint,-122.502932064000007,38.549579164900003
269,Point 269,NapaRiver - 15609.19677734375 - QPoint,-122.498408315999995,38.546614418499999
270,Point 270,NapaRiver - 16126.9306640625 - HPoint,-122.495542596000007,38.542764241599997
271,Point 271,NapaRiver - 16684.83544921875 - QPoint,-122.492190899999997,38.539123836900004
272,Point 272,NapaRiver - 17242.740234375 - HPoint,-122.493304017000000,38.534215293899997
273,Point 273,NapaRiver - 17668.8701171875 - QPoint,-122.492465656999997,38.530469912500003
274,Point 274,NapaRiver - 18095 - HPoint,-122.490501821999999,38.527014193100001
275,Point 275,NapaRiver - 18865 - QPoint,-122.484276385000001,38.523119659800003
276,Point 276,NapaRiver - 19635 - HPoint,-122.475901461000007,38.522035045300001
277,Point 277,NapaRiver - 19749.5 - QPoint,-122.474747671000003,38.521542672300001
278,Point 278,NapaRiver - 19864 - HPoint,-122.473596060999995,38.521048089700002
279,Point 279,NapaRiver - 20833.869140625 - QPoint,-122.464849458000003,38.517025992999997
280,Point 280,NapaRiver - 21803.73828125 - HPoint,-122.458175146000002,38.511386934199997
281,Point 281,NapaRiver - 21860.7470703125 - QPoint,-122.457657170999994,38.511073662900003
282,Point 282,NapaRiver - 21917.755859375 - HPoint,-122.457139200000000,38.510760398300000
283,Point 283,NapaRiver - 22211.3779296875 - QPoint,-122.453964541000005,38.511128638300001
284,Point 284,NapaRiver - 22505 - HPoint,-122.451194991999998,38.509632342899998
285,Point 285,NapaRiver - 23541.6708984375 - QPoint,-122.441140215000004,38.505256815199999
286,Point 286,NapaRiver - 24578.341796875 - HPoint,-122.432535767999994,38.499774039400002
287,Point 287,NapaRiver - 25015.6708984375 - QPoint,-122.429323217999993,38.497754731400001
288,Point 288,NapaRiver - 25453 - HPoint,-122.425630873000003,38.495290312999998
289,Point 289,NapaRiver - 26420.5 - QPoint,-122.423158204000003,38.487204291899999
290,Point 290,NapaRiver - 27388 - HPoint,-122.416704379999999,38.480667822100003
291,Point 291,NapaRiver - 28355.5 - QPoint,-122.414181307000007,38.472823335500003
292,Point 292,NapaRiver - 29323 - HPoint,-122.412267111999995,38.464799105899999
293,Point 293,NapaRiver - 30200.75 - QPoint,-122.409488389000003,38.458345996299997
294,Point 294,NapaRiver - 31078.5 - HPoint,-122.403800146999998,38.453105327499998
295,Point 295,NapaRiver - 31956.25 - QPoint,-122.402158634000003,38.446040074599999
296,Point 296,NapaRiver - 32834 - HPoint,-122.395181159000003,38.440989168599998
297,Point 297,NapaRiver - 33364.458984375 - QPoint,-122.391298414999994,38.437489207399999
298,Point 298,NapaRiver - 33894.91796875 - HPoint,-122.389069082000006,38.433352631799998
299,Point 299,NapaRiver - 34387.896484375 - QPoint,-122.384318093999994,38.431710526300002
300,Point 300,NapaRiver - 34880.875 - HPoint,-122.380910932999996,38.428424922799998
301,Point 301,NapaRiver - 36375.0703125 - QPoint,-122.368665706000002,38.421170833399998
302,Point 302,NapaRiver - 37869.265625 - HPoint,-122.353378851000002,38.419143178500001
303,Point 303,NapaRiver - 37964.1328125 - QPoint,-122.352720665000007,38.418555747900001
304,Point 304,NapaRiver - 38059 - HPoint,-122.351761131999993,38.418156175000000
305,Point 305,NapaRiver - 39131.0546875 - QPoint,-122.344121369999996,38.412215417500001
306,Point 306,NapaRiver - 40203.109375 - HPoint,-122.341653166000000,38.403109077800003
307,Point 307,NapaRiver - 41275.1640625 - QPoint,-122.341885896999997,38.393941067999997
308,Point 308,NapaRiver - 42347.21875 - HPoint,-122.335693569000000,38.387021659699997
309,Point 309,NapaRiver - 43419.2734375 - QPoint,-122.323869208999994,38.386753995799999
310,Point 310,NapaRiver - 44491.328125 - HPoint,-122.314852400999996,38.381597554099997
311,Point 311,NapaRiver - 44707.03515625 - QPoint,-122.313139781000004,38.380197929300003
312,Point 312,NapaRiver - 44922.7421875 - HPoint,-122.311406743000006,38.378814153999997
313,Point 313,NapaRiver - 45384.37109375 - QPoint,-122.308727332000004,38.375499885000004
314,Point 314,NapaRiver - 45846 - HPoint,-122.305541691000002,38.372252930800002
315,Point 315,NapaRiver - 46068.5 - QPoint,-122.304395384000003,38.370463107900001
316,Point 316,NapaRiver - 46291 - HPoint,-122.303695321000006,38.368560318999997
317,Point 317,NapaRiver - 46985.501953125 - QPoint,-122.301988616000003,38.363561778499999
318,Point 318,NapaRiver - 47680.00390625 - HPoint,-122.298733528000000,38.358667816400001
319,Point 319,NapaRiver - 48202.36328125 - QPoint,-122.294286107000005,38.356054408100000
320,Point 320,NapaRiver - 48724.72265625 - HPoint,-122.291041153999998,38.352111035900002
321,Point 321,NapaRiver - 49864.861328125 - QPoint,-122.287889681999999,38.342705888899999
322,Point 322,NapaRiver - 51005 - HPoint,-122.284012751000006,38.333702757799998
323,Point 323,NapaRiver - 52148.587890625 - QPoint,-122.284149171999999,38.324862008700002
324,Point 324,NapaRiver - 53292.17578125 - HPoint,-122.277404786999995,38.316830017900003
325,Point 325,NapaRiver - 54581.759765625 - QPoint,-122.281020029000004,38.306369106100000
326,Point 326,NapaRiver - 55871.34375 - HPoint,-122.283618856000004,38.297896418800001
327,Point 327,NapaRiver - 56703.232421875 - QPoint,-122.281933069999994,38.290984502699999
328,Point 328,NapaRiver - 57535.12109375 - HPoint,-122.285509078999993,38.284558698700003
329,Point 329,NapaRiver - 58486.4150390625 - QPoint,-122.281993236000005,38.277105726400002
330,Point 330,NapaRiver - 59437.708984375 - HPoint,-122.286821473000003,38.269786297400003
331,Point 331,NapaRiver - 60389.0029296875 - QPoint,-122.286219156000001,38.261842630099999
332,Point 332,NapaRiver - 61340.296875 - HPoint,-122.284243519000000,38.253661690599998
333,Point 333,NapaRiver - 61800.462890625 - QPoint,-122.284341327000007,38.249518916699998
334,Point 334,NapaRiver - 62260.62890625 - HPoint,-122.284324880000000,38.245373417200000
335,Point 335,NapaRiver - 63654.986328125 - QPoint,-122.287936114000004,38.233522055100003
336,Point 336,NapaRiver - 65049.34375 - HPoint,-122.301845620999998,38.228482453900000
337,Point 337,NapaRiver - 65650.84765625 - QPoint,-122.307113083999994,38.225110993000001
338,Point 338,NapaRiver - 66252.3515625 - HPoint,-122.309804529000004,38.220263369500003
339,Point 339,NapaRiver - 67501.33203125 - QPoint,-122.307878148000000,38.209482882899998
340,Point 340,NapaRiver - 68750.3125 - HPoint,-122.313933934999994,38.200188677699998
341,Point 341,NapaRiver - 69999.29296875 - QPoint,-122.312338322000002,38.189450868900003
342,Point 342,NapaRiver - 71248.2734375 - HPoint,-122.305066277999998,38.180187095599997
343,Point 343,NapaRiver - 71958.265625 - QPoint,-122.299216928999996,38.175768507199997
344,Point 344,NapaRiver - 72668.2578125 - HPoint,-122.294754781999998,38.170484542799997
345,Point 345,NapaRiver - 73501.943359375 - QPoint,-122.296666086000002,38.163180092399998
346,Point 346,NapaRiver - 74335.62890625 - HPoint,-122.298575292999999,38.156221977800001
347,Point 347,NapaRiver - 75169.314453125 - QPoint,-122.294542160000006,38.149998082800003
348,Point 348,NapaRiver - 76003 - HPoint,-122.286668272000000,38.145821133699997
349,Point 349,RectorCreek - 0 - HPoint,-122.290998213999998,38.454091381799998
350,Point 350,RectorCreek - 500 - QPoint,-122.293621985000001,38.450726139799997
351,Point 351,RectorCreek - 1000 - HPoint,-122.293079813000006,38.446840486399999
352,Point 352,RectorCreek - 1500 - QPoint,-122.296083777999996,38.443563960399999
353,Point 353,RectorCreek - 2000 - HPoint,-122.299938202000007,38.443773133599997
354,Point 354,RectorCreek - 2500 - QPoint,-122.304197813000002,38.445769229299998
355,Point 355,RectorCreek - 3000 - HPoint,-122.307120640999997,38.447291240799998
356,Point 356,RectorCreek - 3500 - QPoint,-122.312233254999995,38.447902368500003
357,Point 357,RectorCreek - 4000 - HPoint,-122.317314846000002,38.447476803100002
358,Point 358,RectorCreek - 4500 - QPoint,-122.321870500000003,38.448470585700001
359,Point 359,RectorCreek - 5000 - HPoint,-122.326009577999997,38.446216222399997
360,Point 360,RectorCreek - 5308.5 - QPoint,-122.328414060000000,38.444441700399999
361,Point 361,RectorCreek - 5617 - HPoint,-122.331397140999997,38.444793539000003
362,Point 362,RectorLower - 0 - HPoint,-122.346269911999997,38.440876107500003
363,Point 363,RectorLower - 50 - StructurePoint,-122.346833755999995,38.440954991900000
364,Point 364,RectorLower - 100 - HPoint,-122.347397602000001,38.441033873599999
365,Point 365,RectorLower - 300 - QPoint,-122.348957619000004,38.440011943400002
366,Point 366,RectorLower - 500 - HPoint,-122.350153864999996,38.438611793900002
367,Point 367,RectorLower - 750 - QPoint,-122.352395158999997,38.437225593100003
368,Point 368,RectorLower - 1000 - HPoint,-122.355040685000006,38.436660456600002
369,Point 369,RectorLower - 1500 - QPoint,-122.359448892000003,38.434071239300003
370,Point 370,RectorLower - 2000 - HPoint,-122.364607277000005,38.433484939200000
371,Point 371,RectorLower - 2399.5 - QPoint,-122.367847527999999,38.431186950099999
372,Point 372,RectorLower - 2799 - HPoint,-122.370947806000004,38.428547422699999
373,Point 373,RectorReservoir - 0 - HPoint,-122.332083605999998,38.444611390699997
374,Point 374,RectorReservoir - 150 - QPoint,-122.333091749000005,38.443588215200002
375,Point 375,RectorReservoir - 300 - HPoint,-122.333606605000000,38.442304585899997
376,Point 376,RectorReservoir - 425 - QPoint,-122.333948770000006,38.441211099400000
377,Point 377,RectorReservoir - 550 - HPoint,-122.335158371000006,38.440860430999997
378,Point 378,RectorReservoir - 775 - QPoint,-122.337715709999998,38.441021415000002
379,Point 379,RectorReservoir - 1000 - HPoint,-122.340081917999996,38.441695438499998
380,Point 380,RectorReservoir - 1100 - QPoint,-122.341076247000004,38.442142699700000
381,Point 381,RectorReservoir - 1200 - HPoint,-122.342112585999999,38.442332435200001
382,Point 382,RectorReservoir - 1360 - QPoint,-122.343819499999995,38.441846663800000
383,Point 383,RectorReservoir - 1520 - HPoint,-122.345354430000000,38.441059025100003
384,Point 384,RedwoodCreek - 0 - HPoint,-122.448196687999996,38.364760689299999
385,Point 385,RedwoodCreek - 500 - QPoint,-122.442872887999997,38.363387164999999
386,Point 386,RedwoodCreek - 1000 - HPoint,-122.437732462000000,38.361455202999998
387,Point 387,RedwoodCreek - 1500 - QPoint,-122.433169840999994,38.359186805400000
388,Point 388,RedwoodCreek - 2000 - HPoint,-122.429990798999995,38.356062363299998
389,Point 389,RedwoodCreek - 2500 - QPoint,-122.424765879999995,38.354336626299997
390,Point 390,RedwoodCreek - 3000 - HPoint,-122.421853788999996,38.351300231200000
391,Point 391,RedwoodCreek - 3500 - QPoint,-122.419215210999994,38.347992900500003
392,Point 392,RedwoodCreek - 4000 - HPoint,-122.416315780999994,38.344481743599999
393,Point 393,RedwoodCreek - 4500 - QPoint,-122.410767097000004,38.344502115200001
394,Point 394,RedwoodCreek - 5000 - HPoint,-122.405644123000002,38.344000281400000
395,Point 395,RedwoodCreek - 5500 - QPoint,-122.400846317000003,38.345411846700003
396,Point 396,RedwoodCreek - 6000 - HPoint,-122.395837947000004,38.343724584699999
397,Point 397,RedwoodCreek - 6500 - QPoint,-122.391253083999999,38.341840782200002
398,Point 398,RedwoodCreek - 7000 - HPoint,-122.387168310000007,38.341187417500002
399,Point 399,RedwoodCreek - 7500 - QPoint,-122.383632637999995,38.338809688200001
400,Point 400,RedwoodCreek - 8000 - HPoint,-122.381276416999995,38.335876861000003
401,Point 401,RedwoodCreek - 8498.55517578125 - QPoint,-122.376444157999998,38.334643298300001
402,Point 402,RedwoodCreek - 8997.1103515625 - HPoint,-122.372170851000007,38.333499838800002
403,Point 403,RedwoodCreek - 9498.55517578125 - QPoint,-122.367609037999998,38.332133253099997
404,Point 404,RedwoodCreek - 10000 - HPoint,-122.364134422999996,38.334923386299998
405,Point 405,RedwoodCreek - 10500 - QPoint,-122.359561620999997,38.334657867499999
406,Point 406,RedwoodCreek - 11000 - HPoint,-122.355390864000000,38.333142203900003
407,Point 407,RedwoodCreek - 11500 - QPoint,-122.352947436999997,38.329314682499998
408,Point 408,RedwoodCreek - 12000 - HPoint,-122.349378182999999,38.325921031699998
409,Point 409,RedwoodCreek - 12500 - QPoint,-122.348366695999999,38.322106043500000
410,Point 410,RedwoodCreek - 13000 - HPoint,-122.344412567999996,38.319970092100000
411,Point 411,RedwoodCreek - 13500 - QPoint,-122.343095931999997,38.316623043000000
412,Point 412,RedwoodCreek - 14000 - HPoint,-122.339379692999998,38.316577154999997
413,Point 413,RedwoodCreek - 15000 - QPoint,-122.332026158999994,38.315769266099998
414,Point 414,RedwoodCreek - 16000 - HPoint,-122.324632766999997,38.315974036999997
415,Point 415,RedwoodCreek - 16500 - QPoint,-122.321801344999997,38.313205089500002
416,Point 416,RedwoodCreek - 17000 - HPoint,-122.321640131999999,38.309900470800002
417,Point 417,RedwoodCreek - 17551.6953125 - QPoint,-122.317527607000002,38.306645113300000
418,Point 418,RedwoodCreek - 18103.390625 - HPoint,-122.312568209000005,38.304127740600002
419,Point 419,RedwoodCreek - 18551.6953125 - QPoint,-122.308453297000000,38.302509881200002
420,Point 420,RedwoodCreek - 19000 - HPoint,-122.304352535999996,38.301923888099999
421,Point 421,RedwoodCreek - 19500 - QPoint,-122.299789970000006,38.301209755400002
422,Point 422,RedwoodCreek - 20000 - HPoint,-122.295490461000000,38.299670822899998
423,Point 423,RedwoodCreek - 20700.5 - QPoint,-122.290399387999997,38.301126084000003
424,Point 424,RedwoodCreek - 21401 - HPoint,-122.284308694999993,38.298885670899999
425,Point 425,SageCreek - 0 - HPoint,-122.297650531000002,38.538397515400000
426,Point 426,SageCreek - 496.90701293945313 - QPoint,-122.295942733000004,38.534142607600003
427,Point 427,SageCreek - 993.81402587890625 - HPoint,-122.292552626000003,38.531563727200002
428,Point 428,SageCreek - 1487.6269836425781 - QPoint,-122.288727480999995,38.528332475100001
429,Point 429,SageCreek - 1981.43994140625 - HPoint,-122.286918452999998,38.524195416399998
430,Point 430,SageCreek - 2410.2650146484375 - QPoint,-122.284587391000002,38.520877603000002
431,Point 431,SageCreek - 2839.090087890625 - HPoint,-122.281028347000003,38.518268812499997
432,Point 432,SageCreek - 3369.5450439453125 - QPoint,-122.278373615000007,38.514226338699999
433,Point 433,SageCreek - 3900 - HPoint,-122.278394548999998,38.510569866899999
434,Point 434,SageCreek - 4450 - QPoint,-122.277051642000004,38.506374759700002
435,Point 435,SageCreek - 5000 - HPoint,-122.282382837000000,38.505373223299998
436,Point 436,SageCreek - 6000 - QPoint,-122.292757472999995,38.506506184400003
437,Point 437,SageCreek - 7000 - HPoint,-122.293572014999995,38.499928928899998
438,Point 438,SageCreek - 7899.62451171875 - QPoint,-122.293132549000006,38.492708097200001
439,Point 439,SageCreek - 8799.2490234375 - HPoint,-122.298578965000004,38.486143636999998
440,Point 440,SageCreek - 9320.07421875 - QPoint,-122.304050544000006,38.486517570399997
441,Point 441,SageCreek - 9840.8994140625 - HPoint,-122.309359575000002,38.487646804400001
442,Point 442,SageCreek - 10837.424560546875 - QPoint,-122.319790503999997,38.488174579700001
443,Point 443,SageCreek - 11833.94970703125 - HPoint,-122.329960698999997,38.490304974899999
444,Point 444,SageCreek - 12830.474853515625 - QPoint,-122.340233337000001,38.491469855299997
445,Point 445,SageCreek - 13827 - HPoint,-122.349597900999996,38.488973565700000
446,Point 446,SulphurCreek - 0 - HPoint,-122.529336255000004,38.490182305300003
447,Point 447,SulphurCreek - 500.54000854492188 - QPoint,-122.525168832000006,38.492385904499997
448,Point 448,SulphurCreek - 1001.0800170898438 - HPoint,-122.520988630000005,38.495110579200002
449,Point 449,SulphurCreek - 1501.6250305175781 - QPoint,-122.515868264999995,38.495448741300002
450,Point 450,SulphurCreek - 2002.1700439453125 - HPoint,-122.511327260000002,38.493834763999999
451,Point 451,SulphurCreek - 2329.2390747070313 - QPoint,-122.510179809999997,38.491666967800001
452,Point 452,SulphurCreek - 2656.30810546875 - HPoint,-122.508583235000003,38.489374552000001
453,Point 453,SulphurCreek - 3328.154052734375 - QPoint,-122.502487482999996,38.490170731299997
454,Point 454,SulphurCreek - 4000 - HPoint,-122.496655223999994,38.489603176000003
455,Point 455,SulphurCreek - 4500 - QPoint,-122.491891346000003,38.488250601899999
456,Point 456,SulphurCreek - 5000 - HPoint,-122.487033772999993,38.487845716999999
457,Point 457,SulphurCreek - 5382.14208984375 - QPoint,-122.483256893999993,38.487466314499997
458,Point 458,SulphurCreek - 5764.2841796875 - HPoint,-122.479452561000002,38.486976506900000
459,Point 459,SulphurCreek - 6382.14208984375 - QPoint,-122.475572623999994,38.490690966300001
460,Point 460,SulphurCreek - 7000 - HPoint,-122.470028636999999,38.493821767599997
461,Point 461,SulphurCreek - 7411.361083984375 - QPoint,-122.467705398999996,38.496917572100003
462,Point 462,SulphurCreek - 7822.72216796875 - HPoint,-122.467047049000001,38.500450614099996
463,Point 463,SulphurCreek - 8593.861083984375 - QPoint,-122.463679048000003,38.506121244500001
464,Point 464,SulphurCreek - 9365 - HPoint,-122.458517380000004,38.511115300699998
465,Point 465,TulucayCreek - 0 - HPoint,-122.208527500000002,38.302921379700003
466,Point 466,TulucayCreek - 500 - QPoint,-122.212270055999994,38.299922795999997
467,Point 467,TulucayCreek - 1000 - HPoint,-122.216662431000003,38.297430742200000
468,Point 468,TulucayCreek - 1542.6300048828125 - QPoint,-122.220243448999994,38.293779516400001
469,Point 469,TulucayCreek - 2085.260009765625 - HPoint,-122.225711687000000,38.295123152700000
470,Point 470,TulucayCreek - 2542.6300048828125 - QPoint,-122.230786785999996,38.295132593300004
471,Point 471,TulucayCreek - 3000 - HPoint,-122.235600410000004,38.293807665599999
472,Point 472,TulucayCreek - 3229.884521484375 - QPoint,-122.238175771000002,38.293680945500000
473,Point 473,TulucayCreek - 3459.76904296875 - HPoint,-122.239931530000007,38.292410120000000
474,Point 474,TulucayCreek - 3729.884521484375 - QPoint,-122.242536642999994,38.291253166300002
475,Point 475,TulucayCreek - 4000 - HPoint,-122.245322251999994,38.290668017199998
476,Point 476,TulucayCreek - 4500 - QPoint,-122.250127891999995,38.290816400700002
477,Point 477,TulucayCreek - 5000 - HPoint,-122.255184944000007,38.290701547700003
478,Point 478,TulucayCreek - 5371.782958984375 - QPoint,-122.258166277000001,38.291254141099998
479,Point 479,TulucayCreek - 5743.56591796875 - HPoint,-122.261297068000005,38.289661045599999
480,Point 480,TulucayCreek - 5871.782958984375 - QPoint,-122.262740899999997,38.289538452099997
481,Point 481,TulucayCreek - 6000 - HPoint,-122.264191582999999,38.289402681100000
482,Point 482,TulucayCreek - 6452.676513671875 - QPoint,-122.268863495999994,38.289193210999997
483,Point 483,TulucayCreek - 6905.35302734375 - HPoint,-122.273176969000005,38.287651576700000
484,Point 484,TulucayCreek - 7201.264892578125 - QPoint,-122.275936153999993,38.286131879899997
485,Point 485,TulucayCreek - 7497.1767578125 - HPoint,-122.279228861000007,38.286105583900003
486,Point 486,TulucayCreek - 7622.58837890625 - QPoint,-122.280656977999996,38.286201798800001
487,Point 487,TulucayCreek - 7748 - HPoint,-122.282086989999996,38.286278802699997